city,country,latitude,longitude,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,temp_avg_yearly,budget_level_encoded,HotelRating_encoded,rating_was_unknown,has_airport,is_short_trip,is_one_week,region_africa,region_asia,region_europe,region_middle_east,region_north_america,region_oceania,region_south_america,name,iata,icao,latitude_airport,longitude_airport,HotelName,Attractions
Fukuoka,Japan,33.6251241,130.6180016,4,3,3,3,4,5,3,4,2,16.6,2,2.0,0,1,1,1,False,True,False,False,False,False,False,Fukuoka Airport,FUK,RJFF,33.585899353027344,130.4510040283203,Zen Oyado Nishitei,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Yanagibashi Rengo Market - 0.6 km / 0.4 mi <br /> Shofuen Park - 1.2 km / 0.8 mi <br /> Sumiyoshi Shrine - 1.3 km / 0.8 mi <br /> Kego Park - 1.3 km / 0.8 mi <br /> Rakusuien Gardens - 1.3 km / 0.8 mi <br /> Kego Shrine - 1.4 km / 0.9 mi <br /> Canal City Hakata - 1.5 km / 0.9 mi <br /> Artium Art Gallery - 1.6 km / 1 mi <br /> Shintencho Arcade - 1.7 km / 1 mi <br /> IMS Building - 1.7 km / 1 mi <br /> Rainbow Plaza - 1.7 km / 1.1 mi <br /> Acros Fukuoka Symphony Hall - 1.7 km / 1.1 mi <br /> Yatai - 1.8 km / 1.1 mi <br /> Kawabatadori Shopping Street - 1.8 km / 1.1 mi <br /> Suikyo Tenmangu Shrine - 1.8 km / 1.1 mi <br /> </p><p>The nearest airports are:<br />Fukuoka Airport (FUK) - 4.9 km / 3 mi<br /> Ariake Saga Airport (HSG) - 73.3 km / 45.5 mi<br /> </p><p></p>
Nagoya,Japan,35.1851045,136.8998438,4,2,3,1,3,4,3,4,2,16.474999999999998,3,2.0,0,1,1,0,False,True,False,False,False,False,False,Chubu Centrair International Airport,NGO,RJGG,34.8583984375,136.80499267578125,Miyuki Station Hotel Nagoya,Not specified
Mexico City,Mexico,19.3207722,-99.1514677512441,5,3,3,1,5,5,3,5,2,17.033333333333335,2,3.0,0,1,1,1,False,False,False,False,True,False,False,Licenciado Benito Juarez International Airport,MEX,MMMX,19.4363,-99.072098,Vesta,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Samara Shops - 0.8 km / 0.5 mi <br /> Expo Santa Fe Mexico - 1.5 km / 0.9 mi <br /> Parque La Mexicana - 1.7 km / 1.1 mi <br /> KidZania Santa Fe - 1.8 km / 1.1 mi <br /> Tecnologico de Monterrey - Santa Fe - 1.8 km / 1.1 mi <br /> Santa Fe Center Mall - 2.4 km / 1.5 mi <br /> Centro Medico ABC Santa Fe - 3 km / 1.9 mi <br /> Arcos Bosques - 3.4 km / 2.1 mi <br /> Hospital Angeles Lomas - 7 km / 4.4 mi <br /> Parque Nacional Desierto de los Leones - 7.8 km / 4.8 mi <br /> Paseo Interlomas - 8.3 km / 5.1 mi <br /> Anahuac University - 8.7 km / 5.4 mi <br /> Chapultepec Park - 9.3 km / 5.7 mi <br /> Mixcoac Archaeological Museum - 9.8 km / 6.1 mi <br /> Plaza Mexico - 10.4 km / 6.5 mi <br /> </p><p>The nearest airports are:<br />Benito Juarez International Airport (MEX) - 23 km / 14.3 mi<br /> Toluca  Estado de Mexico (TLC-Toluca Intl.) - 43.6 km / 27.1 mi<br /> Santa Lucía  Mexico (NLU-Felipe Ángeles Intl.) - 71.5 km / 44.4 mi<br /> </p><p>The preferred airport for Camino Real Santa Fe is Benito Juarez International Airport (MEX). </p>
Doha,Qatar,25.2856329,51.5264162,4,3,2,3,3,4,4,5,2,28.96666666666667,3,5.0,0,1,1,1,False,False,False,True,False,False,False,Doha International Airport,DIA,OTBD,25.261101,51.565102,Arumaila Souq Waqif Boutique Hotels,Souq Waqif: within 0 metre  Islamic Museum of Art: within 300 metre 
Luang Prabang,Laos,19.8887438,102.135898,5,3,4,1,2,4,4,2,5,26.8,1,3.0,0,1,1,0,False,True,False,False,False,False,False,Luang Phabang International Airport,LPQ,VLLB,19.897300720214844,102.16100311279295,The Belle Rive Boutique Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Wat Sen - 0.2 km / 0.1 mi <br /> Ock Pop Tok - 0.3 km / 0.2 mi <br /> Wat Xieng Thong - 0.4 km / 0.2 mi <br /> Wat Pa Phai - 0.5 km / 0.3 mi <br /> Mekong - 0.5 km / 0.3 mi <br /> Heritage House - 0.6 km / 0.4 mi <br /> Night Market - 0.7 km / 0.4 mi <br /> Wat Pak Khan - 0.7 km / 0.4 mi <br /> Wat Ho Pha Bang - 0.8 km / 0.5 mi <br /> Wat Long Khun - 0.8 km / 0.5 mi <br /> Wat Pa Huak - 0.9 km / 0.6 mi <br /> Royal Palace Museum - 0.9 km / 0.6 mi <br /> Royal Palace - 0.9 km / 0.6 mi <br /> Mount Phu Si - 0.9 km / 0.6 mi <br /> Morning Market - 0.9 km / 0.6 mi <br /> </p><p>The nearest major airport is Luang Prabang (LPQ-Luang Prabang Intl.) - 5.8 km / 3.6 mi</p>
Oaxaca,Mexico,17.0,-96.5,5,3,4,2,3,5,3,3,3,20.599999999999998,2,3.0,0,1,1,1,False,False,False,False,True,False,False,Xoxocotlán International Airport,OAX,MMOX,16.9999008179,-96.726600647,Fiesta Inn Oaxaca,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Benito Juarez Autonomous University of Oaxaca - 1.1 km / 0.7 mi <br /> Calle Alcalá - 1.5 km / 0.9 mi <br /> Pueblos Mancomunados - 1.6 km / 1 mi <br /> Convento de Cuilapam - 1.6 km / 1 mi <br /> Pochote Organic Market - 3 km / 1.8 mi <br /> Merced Market - 3.3 km / 2.1 mi <br /> Templo de San Agustín - 3.4 km / 2.1 mi <br /> Oaxaca Textile Museum - 3.4 km / 2.1 mi <br /> Museo Textil de Oaxaca - 3.4 km / 2.1 mi <br /> Benito Juarez Market - 3.5 km / 2.2 mi <br /> Oaxaca Craft Market - 3.5 km / 2.2 mi <br /> Mercado 20 de Noviembre - 3.5 km / 2.2 mi <br /> Exconvento de San Pablo - 3.5 km / 2.2 mi <br /> Government Palace - 3.6 km / 2.2 mi <br /> Zócalo - 3.6 km / 2.2 mi <br /> </p><p>The preferred airport for Fiesta Inn Oaxaca is Oaxaca Intl. Airport - 5.7 km / 3.6 mi </p>
Kuching,Malaysia,1.5597561,110.345397,4,3,4,2,3,4,3,3,4,27.016666666666666,1,4.0,0,1,1,0,False,True,False,False,False,False,False,Kuching International Airport,KCH,WBGG,1.4846999645233154,110.34700012207033,Citadines Uplands Kuching,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>The Spring - 1.3 km / 0.8 mi <br /> Vivacity Megamall - 2 km / 1.3 mi <br /> City One Shopping Mall - 2.3 km / 1.4 mi <br /> Sri Srinivasagar Kaliamman Temple - 2.6 km / 1.6 mi <br /> Kuching Civic Centre - 2.7 km / 1.7 mi <br /> Sarawak Orchid Garden - 2.8 km / 1.7 mi <br /> South City Park - 2.9 km / 1.8 mi <br /> Hong San Si Temple - 2.9 km / 1.8 mi <br /> Tua Pek Kong - 2.9 km / 1.8 mi <br /> Friendship Park - 2.9 km / 1.8 mi <br /> Chinese History Museum - 2.9 km / 1.8 mi <br /> Hills Shopping Mall - 3 km / 1.8 mi <br /> Jalan Carpenter - 3 km / 1.9 mi <br /> Sultan Iskandar Planetarium - 3 km / 1.9 mi <br /> Hin Ho Bio - 3.1 km / 1.9 mi <br /> </p><p>The preferred airport for Citadines Uplands Kuching is Kuching Intl. Airport (KCH) - 7.8 km / 4.8 mi </p>
Kaunas,Lithuania,54.8982139,23.9044817,4,2,3,1,3,3,3,3,3,10.45,1,2.0,0,1,1,0,False,False,True,False,False,False,False,Kaunas International Airport,KUN,EYKA,54.96390151977539,24.084800720214844,R Hostel,Not specified
Salalah,Oman,17.0174945,54.1010923,3,3,5,4,2,3,3,2,4,26.941666666666666,2,3.0,0,1,1,1,False,False,False,True,False,False,False,Salalah Airport,SLL,OOSA,17.038700103759766,54.09130096435547,Hamdan Plaza,Not specified
Pretoria,South Africa,-25.7459277,28.1879101,4,3,4,1,3,4,3,4,2,19.191666666666666,2,4.0,0,1,1,0,True,False,False,False,False,False,False,Wonderboom Airport,PRY,FAWB,-25.6539,28.224199,Goodey's Guesthouse,Not specified
Monterrey,Mexico,25.6802019,-100.315258,4,3,4,1,4,4,3,4,2,22.616666666666664,2,3.0,0,1,1,0,False,False,False,False,True,False,False,Del Norte International Airport,NTR,MMAN,25.865601,-100.237,Hotel Monterrey Macroplaza,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Monterrey Metropolitan Museum - 0.1 km / 0.1 mi <br /> Museo Metropolitano de la Ciudad de Monterrey - 0.1 km / 0.1 mi <br /> Faro de Comercio - 0.2 km / 0.1 mi <br /> Casino Monterrey - 0.2 km / 0.1 mi <br /> Plaza Mexico - 0.2 km / 0.1 mi <br /> Fuente de la Vida o Neptuno - 0.2 km / 0.2 mi <br /> Metropolitan Cathedral of Our Lady of Monterrey - 0.3 km / 0.2 mi <br /> Museo de Arte Contemporaneo (MARCO) - 0.3 km / 0.2 mi <br /> Capilla de los Dulces Nombres - 0.4 km / 0.2 mi <br /> Palacio Municipal - 0.4 km / 0.2 mi <br /> Plaza Zaragoza - 0.4 km / 0.3 mi <br /> Museo de la Casa de los Titeres - 0.6 km / 0.4 mi <br /> Explanada de los Heroes - 0.6 km / 0.4 mi <br /> Auditorium Pabellón M - 0.7 km / 0.4 mi <br /> Museo de Historia Mexicana - 0.8 km / 0.5 mi <br /> </p><p>The preferred airport for Hotel Monterrey Macroplaza is General Mariano Escobedo Intl. Airport (MTY) - 32 km / 19.9 mi </p>
Oslo,Norway,59.9133301,10.7389701,4,3,4,2,3,4,4,4,3,10.38888888888889,3,3.0,0,1,1,1,False,False,True,False,False,False,False,Oslo Lufthavn,OSL,ENGM,60.121,11.0502,Scandic Sjølyst,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Frogner Park - 1.3 km / 0.8 mi <br /> Frognerparken & Vigeland Park - 1.3 km / 0.8 mi <br /> Gustav Vigeland Sculpture Park - 1.6 km / 1 mi <br /> Oslo City Museum - 1.7 km / 1 mi <br /> Bygdøy sjøbad - 1.7 km / 1.1 mi <br /> Oscarshall - 1.8 km / 1.1 mi <br /> Norwegian Radium Hospital - 2 km / 1.3 mi <br /> Norwegian Museum of Cultural History - 2.1 km / 1.3 mi <br /> Viking Ship Museum - 2.5 km / 1.5 mi <br /> Uranienborg Church - 2.5 km / 1.6 mi <br /> Norwegian Nobel Institute - 2.6 km / 1.6 mi <br /> Palace Park - 2.7 km / 1.7 mi <br /> Paradisbukta Beach - 2.7 km / 1.7 mi <br /> Oslo Transport Museum - 2.8 km / 1.8 mi <br /> Ibsen Museum - 2.9 km / 1.8 mi <br /> </p><p>The preferred airport for Scandic Sjølyst is Gardermoen Airport (OSL) - 53.4 km / 33.2 mi </p>
Rabat,Morocco,33.9851778,-6.8461433,4,2,3,3,3,4,3,4,3,17.591666666666665,1,5.0,0,1,1,1,True,False,False,False,False,False,False,Rabat-Salé Airport,RBA,GMME,34.051498,-6.75152,L' Amphitrite Palace Resort & Spa,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>International Mohammed VI Conferences Center - 0.3 km / 0.2 mi <br /> Plage de Temara - 13.4 km / 8.3 mi <br /> Al Atik Mosque - 16.9 km / 10.5 mi <br /> Dahomey Beach - 18.1 km / 11.2 mi <br /> British Council Rabat - 20.3 km / 12.6 mi <br /> Rabat Zoo - 22 km / 13.7 mi <br /> Stadium Moulay Abdellah - 23.6 km / 14.7 mi <br /> Mohammed V University - 26.3 km / 16.3 mi <br /> Foret Hilton - 27.5 km / 17.1 mi <br /> Plateforme du Sémaphore - 27.6 km / 17.2 mi <br /> Oudaia Museum - 27.7 km / 17.2 mi <br /> Jardin d Essais Botaniques - 28.1 km / 17.4 mi <br /> Royal Golf Dar Es Salam - 28.2 km / 17.5 mi <br /> Centre Commercial Maga Mall - 28.7 km / 17.8 mi <br /> Bibliothèque Nationale du Royaume du Maroc - 29.3 km / 18.2 mi <br /> </p><p>The nearest airports are:<br />Mohammed V Airport (CMN) - 85.9 km / 53.4 mi<br /> Rabat (RBA-Salé) - 53.8 km / 33.4 mi<br /> </p><p>The preferred airport for L amphitrite Palace Resort & Spa is Mohammed V Airport (CMN). </p>
Arequipa,Peru,-16.3988667,-71.5369607,4,3,4,1,3,4,3,3,3,15.908333333333333,1,3.0,0,1,1,1,False,False,False,False,False,False,True,Rodríguez Ballón International Airport,AQP,SPQU,-16.3411006927,-71.5830993652,Hotel Casona Solar,Not specified
Chiang Rai,Thailand,19.7589517,99.6734592,4,3,4,1,2,4,3,2,4,25.266666666666666,1,3.0,0,1,1,0,False,True,False,False,False,False,False,Chiang Rai International Airport,CEI,VTCT,19.952299118,99.8828964233,Huai Khum Resort,Not specified
Krakow,Poland,50.0619474,19.9368564,5,2,3,1,4,4,3,4,2,10.818181818181818,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Kraków John Paul II International Airport,KRK,EPKK,50.077702,19.7848,Campanile Cracovie,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Royal Road - 0.1 km / 0.1 mi <br /> Planty Park - 0.1 km / 0.1 mi <br /> Florianska Street - 0.3 km / 0.2 mi <br /> Little Market Square - 0.3 km / 0.2 mi <br /> St. Barbara s Church - 0.3 km / 0.2 mi <br /> Museum of Pharmacy - 0.3 km / 0.2 mi <br /> Lost Souls Alley - 0.3 km / 0.2 mi <br /> Juliusz Slowacki Theater - 0.4 km / 0.2 mi <br /> Jan Matejko House - 0.4 km / 0.2 mi <br /> Amber Museum - 0.4 km / 0.3 mi <br /> St. Mary s Basilica - 0.4 km / 0.3 mi <br /> Dominik Rostworowski Gallery - 0.5 km / 0.3 mi <br /> Florian s Gate - 0.5 km / 0.3 mi <br /> Rynek Underground - 0.5 km / 0.3 mi <br /> Cloth Hall - 0.5 km / 0.3 mi <br /> </p><p>The preferred airport for Campanile Cracovie is John Paul II - Balice Airport (KRK) - 17.1 km / 10.7 mi </p>
Christchurch,New Zealand,-43.530955,172.6364343,3,4,4,3,3,3,3,3,3,11.975,2,2.0,0,1,1,1,False,False,False,False,False,True,False,Christchurch International Airport,CHC,NZCH,-43.48939895629883,172.53199768066406,At the Right Place,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Bealey Avenue - 0.1 km / 0.1 mi <br /> Hare Krishna Temple - 0.1 km / 0.1 mi <br /> Papanui Road - 0.3 km / 0.2 mi <br /> Southern Cross Hospital - 0.4 km / 0.2 mi <br /> Victoria Street - 0.6 km / 0.4 mi <br /> Hagley Park - 0.7 km / 0.5 mi <br /> Christchurch Casino - 0.8 km / 0.5 mi <br /> Victoria Square - 1.1 km / 0.7 mi <br /> Quake City - 1.1 km / 0.7 mi <br /> Te Pae Christchurch Convention and Exhibition Centre - 1.2 km / 0.8 mi <br /> Merivale Mall - 1.4 km / 0.9 mi <br /> The Piano: Centre for Music and the Arts - 1.4 km / 0.9 mi <br /> Library Chambers - 1.4 km / 0.9 mi <br /> Christchurch Art Gallery - 1.4 km / 0.9 mi <br /> New Regent Street - 1.5 km / 0.9 mi <br /> </p><p>The nearest major airport is Christchurch International Airport (CHC) - 10.9 km / 6.8 mi</p>
San Juan,Puerto Rico,18.38423905,-66.05343997364733,4,3,3,5,4,4,3,4,2,27.400000000000002,2,2.0,0,1,1,1,False,False,False,False,True,False,False,Fernando Luis Ribas Dominicci Airport,SIG,TJIG,18.45680046081543,-66.09809875488281,Andalucia Guest House,Not specified
Manila,Philippines,14.5904492,120.9803621,4,3,2,2,4,4,3,4,1,28.683333333333334,1,3.0,0,1,1,1,False,True,False,False,False,False,False,Ninoy Aquino International Airport,MNL,RPLL,14.5086,121.019997,Copacabana Apartment Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Embassy of Japan - 0.6 km / 0.4 mi <br /> Baclaran Church - 1 km / 0.6 mi <br /> Cuneta Astrodome - 1.4 km / 0.9 mi <br /> Department of Foreign Affairs - 1.5 km / 1 mi <br /> Mall of Asia Arena - 1.6 km / 1 mi <br /> SM Mall of Asia - 1.6 km / 1 mi <br /> SMX Convention Center - 1.6 km / 1 mi <br /> City of Dreams Manila - 2 km / 1.2 mi <br /> Ayala Malls Manila Bay - 2 km / 1.2 mi <br /> World Trade Center Manila - 2.4 km / 1.5 mi <br /> Manila Bay - 2.6 km / 1.6 mi <br /> Baywalk - 3.3 km / 2.1 mi <br /> Philippine International Convention Center - 3.3 km / 2.1 mi <br /> Star City - 3.4 km / 2.1 mi <br /> Rizal Memorial Sports Complex - 3.4 km / 2.1 mi <br /> </p><p>The preferred airport for Copacabana Apartment Hotel is Ninoy Aquino Intl. Airport (MNL) - 4.6 km / 2.8 mi </p>
Bern,Switzerland,46.9484742,7.4521749,4,3,4,1,3,4,4,4,3,10.233333333333333,3,4.0,0,1,1,1,False,False,True,False,False,False,False,Bern Belp Airport,BRN,LSZB,46.914100647,7.497149944309999,Swissotel Kursaal Bern,Not specified
Catania,Italy,37.5023612,15.0873718,4,3,4,3,3,5,3,3,2,18.224999999999998,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Catania-Fontanarossa Airport,CTA,LICC,37.466801,15.0664,B&B Massimo Gallery,Not specified
Davao,Philippines,7.0648306,125.6080623,3,4,5,3,3,4,3,3,4,27.991666666666664,1,3.0,0,1,1,1,False,True,False,False,False,False,False,Francisco Bangoy International Airport,DVO,RPMD,7.1255202293396,125.64600372314452,Hotel Tropika,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Casino Filipino - 0.2 km / 0.1 mi <br /> Davao Museum - 0.9 km / 0.6 mi <br /> Maxima Aqua Fun - 1.1 km / 0.7 mi <br /> Damosa Gateway - 1.3 km / 0.8 mi <br /> SM Lanang Premier - 1.5 km / 0.9 mi <br /> SMX Convention Center Davao - 1.9 km / 1.2 mi <br /> Robinsons Cybergate Davao - 2.2 km / 1.3 mi <br /> Zip City - 3.3 km / 2.1 mi <br /> Mindanao Taoist Temple - 3.4 km / 2.1 mi <br /> Tribu K Mindanawan - 3.5 km / 2.2 mi <br /> Bonsai Forest - 3.5 km / 2.2 mi <br /> Abreeza Mall - 4.1 km / 2.6 mi <br /> Sta. Ana Shrine - 4.3 km / 2.7 mi <br /> BlueJaz Water Park - 4.4 km / 2.7 mi <br /> Victoria Plaza - 4.5 km / 2.8 mi <br /> </p><p>The preferred airport for Hotel Tropika is Francisco Bangoy Intl. Airport (DVO) - 4.4 km / 2.7 mi </p>
Porto,Portugal,41.1494512,-8.6107884,4,3,3,3,4,5,3,4,3,15.241666666666667,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Francisco de Sá Carneiro Airport,OPO,LPPR,41.2481002808,-8.68138980865,Grande Hotel de Paris,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Aliados Square - 0.3 km / 0.2 mi <br /> Clerigos Church - 0.3 km / 0.2 mi <br /> Porto City Hall - 0.4 km / 0.3 mi <br /> Carmelitas Church - 0.4 km / 0.3 mi <br /> Portuguese Photography Center - 0.5 km / 0.3 mi <br /> Center for Portuguese Photography - 0.6 km / 0.3 mi <br /> Majestic Café - 0.6 km / 0.4 mi <br /> Holy Trinity Church - 0.6 km / 0.4 mi <br /> Porto Cathedral - 0.6 km / 0.4 mi <br /> Miradouro da Vitoria - 0.6 km / 0.4 mi <br /> Palacio das Artes - 0.7 km / 0.4 mi <br /> Bolhao Market - 0.7 km / 0.4 mi <br /> Church of Saint Ildefonso - 0.7 km / 0.4 mi <br /> Porto Coliseum - 0.7 km / 0.4 mi <br /> Santa Clara Church - 0.7 km / 0.5 mi <br /> </p><p>The preferred airport for Grande Hotel de Paris is Dr. Francisco de Sa Carneiro Airport (OPO) - 18.3 km / 11.4 mi </p>
Constanta,Romania,44.1767161,28.6507598,3,3,3,4,3,4,3,3,2,13.716666666666667,1,5.0,0,1,1,0,False,False,True,False,False,False,False,Mihail Kogălniceanu International Airport,CND,LRCK,44.36220169067383,28.488300323486328,Vega Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Lake Siutghiol - 0.8 km / 0.5 mi <br /> Tomis Beach - 1.7 km / 1.1 mi <br /> Telegondola Cazino - 2.2 km / 1.4 mi <br /> Mamaia Beach - 2.3 km / 1.4 mi <br /> The Royal Villa of Mamaia - 2.3 km / 1.4 mi <br /> Mamaia Casino - 2.5 km / 1.5 mi <br /> Piata Cazino - 2.5 km / 1.6 mi <br /> Casino bridge - 2.7 km / 1.7 mi <br /> Ovidiu Island Pier - 2.7 km / 1.7 mi <br /> Albatros Open Picture Theatre - 2.9 km / 1.8 mi <br /> Mamaia Promenade - 3 km / 1.9 mi <br /> Myrtos Beach - 3.2 km / 2 mi <br /> Arenele Idu - 3.4 km / 2.1 mi <br /> Mamaia Aqua Magic - 3.9 km / 2.4 mi <br /> Mamaia Open Theatre - 4.1 km / 2.5 mi <br /> </p><p>The preferred airport for Vega Hotel is Constanta (CND-Mihail Kogalniceanu) - 26.8 km / 16.6 mi </p>
Puerto Vallarta,Mexico,20.6407176,-105.220306,3,4,4,5,4,4,4,3,3,23.46666666666667,2,3.0,0,1,1,1,False,False,False,False,True,False,False,Licenciado Gustavo Díaz Ordaz International Airport,PVR,MMPR,20.680099487304688,-105.25399780273438,Krystal Vallarta,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Hotel Zone Beach - 0.8 km / 0.5 mi <br /> La Isla - 0.9 km / 0.6 mi <br /> Puerto Mágico - 0.9 km / 0.6 mi <br /> Cruise Ship Pier - 1 km / 0.6 mi <br /> Cruise Ship Terminal - 1.1 km / 0.7 mi <br /> Plaza Caracol - 1.4 km / 0.9 mi <br /> Galeria Vallarta - 2.3 km / 1.4 mi <br /> Canopy Bay - 2.4 km / 1.5 mi <br /> Vallarta Casino - 2.6 km / 1.6 mi <br /> Playa Las Glorias - 2.9 km / 1.8 mi <br /> Galeria Flores - 3.3 km / 2.1 mi <br /> El Faro Lighthouse - 3.4 km / 2.1 mi <br /> Las Animas Adventure Park - 3.6 km / 2.3 mi <br /> Marina Vallarta Golf Club - 3.8 km / 2.3 mi <br /> Uno - 3.9 km / 2.4 mi <br /> </p><p>The nearest major airport is Licenciado Gustavo Diaz Ordaz Intl. Airport (PVR) - 7.1 km / 4.4 mi</p>
Cape Town,South Africa,-33.9288301,18.4172197,4,4,5,4,4,4,3,4,3,17.075,2,4.0,0,1,1,1,True,False,False,False,False,False,False,Cape Town International Airport,CPT,FACT,-33.9648017883,18.6016998291,Primi Seacastle,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Camps Bay Beach - 0.1 km / 0.1 mi <br /> Table Mountain National Park - 0.3 km / 0.2 mi <br /> Maiden s Cove - 0.7 km / 0.5 mi <br /> Clifton Bay Beach - 1.3 km / 0.8 mi <br /> Clifton 2nd Beach - 1.4 km / 0.9 mi <br /> Table Mountain Aerial Cableway - 3.2 km / 2 mi <br /> Sea Point Promenade - 3.3 km / 2 mi <br /> Kloof Street - 3.7 km / 2.3 mi <br /> Queens Beach - 3.7 km / 2.3 mi <br /> De Waal Park - 4 km / 2.5 mi <br /> Lions Head - 4 km / 2.5 mi <br /> Cape Town Medi Clinic - 4.1 km / 2.5 mi <br /> Sea Point Swimming Pool - 4.5 km / 2.8 mi <br /> Sea Point Pavillion - 4.5 km / 2.8 mi <br /> Milton Beach - 4.7 km / 2.9 mi <br /> </p><p>The preferred airport for Primi Seacastle is Cape Town Intl. Airport (CPT) - 25 km / 15.5 mi </p>
Madrid,Spain,40.4167047,-3.7035825,5,3,2,1,5,5,3,5,2,16.216666666666665,2,1.0,0,1,1,1,False,False,True,False,False,False,False,Getafe Air Base,\N,LEGT,40.29410171508789,-3.723829984664917,Suites You Zinc,Palacio Real: within 300 metre  Plaza del Sol: within 50 metre  Opera: within 220 metre  Gran Via: within 150 metre  Plaza Mayor: within 120 metre 
Nantes,France,47.2186371,-1.5541362,4,2,3,2,3,4,3,4,3,13.091666666666667,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Nantes Atlantique Airport,NTE,LFRS,47.153198242200006,-1.61073005199,hotelF1 Nantes nord est Carquefou,Not specified
Ljubljana,Slovenia,46.0500268,14.5069289,4,3,4,1,3,4,3,4,3,12.116666666666667,2,4.0,0,1,1,1,False,False,True,False,False,False,False,Ljubljana Jože Pučnik Airport,LJU,LJLJ,46.223701,14.4576,G Design Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Sports Centre Svoboda - 4.8 km / 3 mi <br /> Roman Walls - 5.8 km / 3.6 mi <br /> Roman Wall Remains - 5.9 km / 3.7 mi <br /> Ferant Garden - 5.9 km / 3.7 mi <br /> Plecnik Pyramid - 5.9 km / 3.7 mi <br /> Cankarjev dom Cultural and Congress Centre - 5.9 km / 3.7 mi <br /> Tivoli Park - 6 km / 3.7 mi <br /> Equrna Gallery - 6.1 km / 3.8 mi <br /> Krizanke Outdoor Theatre - 6.2 km / 3.8 mi <br /> Illyrian Monument - 6.2 km / 3.8 mi <br /> Krizanke Church - 6.2 km / 3.8 mi <br /> Slovenian Academy of Arts and Sciences - 6.2 km / 3.9 mi <br /> Museum and Galleries of Ljubljana - 6.2 km / 3.9 mi <br /> New Market - 6.2 km / 3.9 mi <br /> Krianke - 6.2 km / 3.9 mi <br /> </p><p>The preferred airport for G Design Hotel is Joze Pucnik Airport (LJU) - 29.6 km / 18.4 mi </p>
Chengdu,China,30.6598628,104.0633717,5,3,4,1,3,5,3,4,2,18.516666666666666,2,4.0,0,1,1,1,False,True,False,False,False,False,False,Chengdu Shuangliu International Airport,CTU,ZUUU,30.578500747680664,103.9469985961914,Xiangyang Hotel Chengdu,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Chengdu United States Consulate - 1.1 km / 0.7 mi <br /> Sichuan University - 2.5 km / 1.5 mi <br /> Chengdu IFS - 4.6 km / 2.9 mi <br /> Tianfu Square - 4.7 km / 2.9 mi <br /> Wuhou Ci - 4.8 km / 3 mi <br /> Sichuan Museum of Science and Technology - 5.7 km / 3.5 mi <br /> New Century Global Center - 5.9 km / 3.6 mi <br /> Taikoo Li - 6 km / 3.7 mi <br /> Chengdu City Sports Center - 6.2 km / 3.8 mi <br /> Wenshu Monastery - 6.8 km / 4.2 mi <br /> Wide and Narrow Street - 7.1 km / 4.4 mi <br /> Sichuan Normal University - 7.1 km / 4.4 mi <br /> People's Park - 7.3 km / 4.5 mi <br /> Du Fu Caotang - 8 km / 4.9 mi <br /> Jinsha Museum - 11.3 km / 7 mi <br /> </p><p>The nearest major airport is Chengdu (CTU-Shuangliu Intl.) - 14.3 km / 8.9 mi</p>
Johannesburg,South Africa,-26.205,28.049722,4,3,3,1,4,4,3,5,2,16.825,2,3.0,0,1,1,1,True,False,False,False,False,False,False,Grand Central Airport,GCJ,FAGC,-25.986299514799995,28.1401004791,Hotel Lamunu,Not specified
